ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
romanian-4_belly-1-1,romanian-4_belly-1,p.ə.n.t.e.ʦ.e,33,false,expert,Starostin2005,,,
russian-4_belly-1-1,russian-4_belly-1,ʒ.ɨ.v.o.t,31,false,expert,Starostin2005,,,
polish-4_belly-1-1,polish-4_belly-1,b.ʒ.u.x,35,false,expert,Starostin2005,,,
norwegian-4_belly-1-1,norwegian-4_belly-1,m.ɑː.g.ə,32,false,expert,Starostin2005,,,
french-4_belly-1-1,french-4_belly-1,v.ɑ̃.t.ʁ,26,false,expert,Starostin2005,,,
czech-4_belly-1-1,czech-4_belly-1,b.r.ɪ.x.o,35,false,expert,Starostin2005,,,
icelandic-4_belly-1-1,icelandic-4_belly-1,kʰ.v.ɪː.ð.ʏ.r,36,false,expert,Starostin2005,,,
italian-4_belly-1-1,italian-4_belly-1,p.a.n.ʧ.a,33,false,expert,Starostin2005,,,
hindi-4_belly-1-1,hindi-4_belly-1,p.eː.ʈ,-25,false,expert,Starostin2005,,,
portuguese-4_belly-1-1,portuguese-4_belly-1,v.ẽ.t.r.ə,26,false,expert,Starostin2005,,,
swedish-4_belly-2-1,swedish-4_belly-2,b.u.k,27,false,expert,Starostin2005,,,
danish-4_belly-2-1,danish-4_belly-2,m.æː.v.ə,32,false,expert,Starostin2005,,,
norwegian-4_belly-2-1,norwegian-4_belly-2,b.ʉː.k,27,false,expert,Starostin2005,,,
italian-4_belly-2-1,italian-4_belly-2,v.ɛ.n.t.r.e,26,false,expert,Starostin2005,,,
portuguese-4_belly-2-1,portuguese-4_belly-2,b.ɐ.ʀ.i.g.ɐ,29,false,expert,Starostin2005,,,
dutch-5_big-1-1,dutch-5_big-1,x.r.oː.t,46,false,expert,Starostin2005,,,
swedish-5_big-1-1,swedish-5_big-1,s.t.oː.r,43,false,expert,Starostin2005,,,
english-5_big-1-1,english-5_big-1,b.ɪ.ɡ,40,false,expert,Starostin2005,,,
german-5_big-1-1,german-5_big-1,ɡ.r.oː.s,46,false,expert,Starostin2005,,,
spanish-5_big-1-1,spanish-5_big-1,ɡ.ɾ.a.n.d.e,47,false,expert,Starostin2005,,,
danish-5_big-1-1,danish-5_big-1,s.d.oˀ.ʁ,43,false,expert,Starostin2005,,,
bulgarian-5_big-1-1,bulgarian-5_big-1,g.o.lʲ.a.m,38,false,expert,Starostin2005,,,
greek-5_big-1-1,greek-5_big-1,m.e.ɣ.a.l.o.s,37,false,expert,Starostin2005,,,
armenian-5_big-1-1,armenian-5_big-1,m.ɛ.ʦ,37,false,expert,Starostin2005,,,
romanian-5_big-1-1,romanian-5_big-1,m.a.r.e,42,false,expert,Starostin2005,,,
russian-5_big-1-1,russian-5_big-1,b.ɐ.lʲ.ʃ.o.j,44,false,expert,Starostin2005,,,
polish-5_big-1-1,polish-5_big-1,vʲ.ɛ.l.k.i,41,false,expert,Starostin2005,,,
norwegian-5_big-1-1,norwegian-5_big-1,s.t.uː.ɾ,-43,false,expert,Starostin2005,,,
french-5_big-1-1,french-5_big-1,ɡ.ʁ.ã,47,false,expert,Starostin2005,,,
czech-5_big-1-1,czech-5_big-1,v.ɛ.l.k.iː,41,false,expert,Starostin2005,,,
icelandic-5_big-1-1,icelandic-5_big-1,s.t.ouː.r,43,false,expert,Starostin2005,,,
italian-5_big-1-1,italian-5_big-1,ɡ.r.a.n.d.e,47,false,expert,Starostin2005,,,
hindi-5_big-1-1,hindi-5_big-1,b.ə.ɽ.aː,39,false,expert,Starostin2005,,,
portuguese-5_big-1-1,portuguese-5_big-1,g.r.ɐ̃.d.ə,47,false,expert,Starostin2005,,,
english-5_big-2-1,english-5_big-2,ɡ.r.eɪ.t,46,false,expert,Starostin2005,,,
polish-5_big-2-1,polish-5_big-2,d.u.ʒ.ɨ,45,false,expert,Starostin2005,,,
icelandic-5_big-2-1,icelandic-5_big-2,m.ɪː.c.ɪ.t͡l,37,false,expert,Starostin2005,,,
dutch-6_bird-1-1,dutch-6_bird-1,v.oː.ɣ.ə.l,51,false,expert,Starostin2005,,,
swedish-6_bird-1-1,swedish-6_bird-1,f.oː.g.e.l,51,false,expert,Starostin2005,,,
english-6_bird-1-1,english-6_bird-1,b.ɜː.r.d,53,false,expert,Starostin2005,,,
german-6_bird-1-1,german-6_bird-1,f.oː.ɡ.ə.l,51,false,expert,Starostin2005,,,
spanish-6_bird-1-1,spanish-6_bird-1,p.a.x.a.r.o,48,false,expert,Starostin2005,,,
danish-6_bird-1-1,danish-6_bird-1,f.uˀ.l,51,false,expert,Starostin2005,,,
bulgarian-6_bird-1-1,bulgarian-6_bird-1,p.t.i.ʦ.ə,51,false,expert,Starostin2005,,,
greek-6_bird-1-1,greek-6_bird-1,p.u.l.i,-50,false,expert,Starostin2005,,,
armenian-6_bird-1-1,armenian-6_bird-1,tʰ.ə.r.ʧʰ.u.n,48,false,expert,Starostin2005,,,
romanian-6_bird-1-1,romanian-6_bird-1,p.a.s.ə.r.e,48,false,expert,Starostin2005,,,
russian-6_bird-1-1,russian-6_bird-1,p.tʲ.i.ʦ.ə,51,false,expert,Starostin2005,,,
polish-6_bird-1-1,polish-6_bird-1,p.t.a.k,51,false,expert,Starostin2005,,,
norwegian-6_bird-1-1,norwegian-6_bird-1,f.ʉː.l,51,false,expert,Starostin2005,,,
french-6_bird-1-1,french-6_bird-1,w.a.z.o,52,false,expert,Starostin2005,,,
czech-6_bird-1-1,czech-6_bird-1,p.t.aː.k,51,false,expert,Starostin2005,,,
icelandic-6_bird-1-1,icelandic-6_bird-1,f.ʏ.k.l,51,false,expert,Starostin2005,,,
italian-6_bird-1-1,italian-6_bird-1,u.ʧː.ɛ.lː.o,52,false,expert,Starostin2005,,,
hindi-6_bird-1-1,hindi-6_bird-1,ʧ.ɪ.ɽ.ɪyaː,-49,false,expert,Starostin2005,,,
portuguese-6_bird-1-1,portuguese-6_bird-1,a.v.ə,52,false,expert,Starostin2005,,,
spanish-6_bird-2-1,spanish-6_bird-2,a.v.e,52,false,expert,Starostin2005,,,
portuguese-6_bird-2-1,portuguese-6_bird-2,p.a.s.ɐ.r.u,48,false,expert,Starostin2005,,,
dutch-7_bite-1-1,dutch-7_bite-1,b.ɛɪ.t.ə,54,false,expert,Starostin2005,,,
swedish-7_bite-1-1,swedish-7_bite-1,b.iː.t.a,54,false,expert,Starostin2005,,,
english-7_bite-1-1,english-7_bite-1,b.aɪ.t,54,false,expert,Starostin2005,,,
german-7_bite-1-1,german-7_bite-1,b.ai.s.ə.n,54,false,expert,Starostin2005,,,
spanish-7_bite-1-1,spanish-7_bite-1,m.o.ɾ.ð.e.ɾ,56,false,expert,Starostin2005,,,
danish-7_bite-1-1,danish-7_bite-1,b.iː.ð.ə,54,false,expert,Starostin2005,,,
bulgarian-7_bite-1-1,bulgarian-7_bite-1,x.ə.p.a,58,false,expert,Starostin2005,,,
greek-7_bite-1-1,greek-7_bite-1,ð.a.ŋ.ɡ.o.n.o,59,false,expert,Starostin2005,,,
armenian-7_bite-1-1,armenian-7_bite-1,k.ə.ʦ.ɛ.l,57,false,expert,Starostin2005,,,
romanian-7_bite-1-1,romanian-7_bite-1,m.u.ʃ.k.a,56,false,expert,Starostin2005,,,
russian-7_bite-1-1,russian-7_bite-1,k.u.s.a.tʲ,57,false,expert,Starostin2005,,,
polish-7_bite-1-1,polish-7_bite-1,sː.a.ʨ,57,false,expert,Starostin2005,,,
norwegian-7_bite-1-1,norwegian-7_bite-1,b.iː.t.ə,54,false,expert,Starostin2005,,,
french-7_bite-1-1,french-7_bite-1,m.ɔ.ʁ.d.ʁ,56,false,expert,Starostin2005,,,
czech-7_bite-1-1,czech-7_bite-1,k.o.w.s.a.t,57,false,expert,Starostin2005,,,
icelandic-7_bite-1-1,icelandic-7_bite-1,p.iː.t.a,54,false,expert,Starostin2005,,,
italian-7_bite-1-1,italian-7_bite-1,m.ɔ.r.d.e.r.e,56,false,expert,Starostin2005,,,
hindi-7_bite-1-1,hindi-7_bite-1,k.aː.ʈ.n.aː,55,false,expert,Starostin2005,,,
portuguese-7_bite-1-1,portuguese-7_bite-1,m.u.r.d.e.r,56,false,expert,Starostin2005,,,
dutch-8_black-1-1,dutch-8_black-1,z.ʋ.ɑ.r.t,60,false,expert,Starostin2005,,,
swedish-8_black-1-1,swedish-8_black-1,s.v.a.r.tː,60,false,expert,Starostin2005,,,
english-8_black-1-1,english-8_black-1,b.l.æ.k,61,false,expert,Starostin2005,,,
german-8_black-1-1,german-8_black-1,ʃ.v.a.r.t͡s,60,false,expert,Starostin2005,,,
spanish-8_black-1-1,spanish-8_black-1,n.e.ɣ.ɾ.o,63,false,expert,Starostin2005,,,
danish-8_black-1-1,danish-8_black-1,s.ɒː.d,60,false,expert,Starostin2005,,,
bulgarian-8_black-1-1,bulgarian-8_black-1,ʧ.ɛ.r.ɛ.n,66,false,expert,Starostin2005,,,
greek-8_black-1-1,greek-8_black-1,m.a.v.r.o.s,64,false,expert,Starostin2005,,,
armenian-8_black-1-1,armenian-8_black-1,s.ɛ.v,62,false,expert,Starostin2005,,,
romanian-8_black-1-1,romanian-8_black-1,n.e.ɡ.r.u,63,false,expert,Starostin2005,,,
russian-8_black-1-1,russian-8_black-1,ʧ.o.r.n.ɨ.j,66,false,expert,Starostin2005,,,
polish-8_black-1-1,polish-8_black-1,ʧ.a.r.n.ɨ,66,false,expert,Starostin2005,,,
norwegian-8_black-1-1,norwegian-8_black-1,s.ɔ.ʈ,60,false,expert,Starostin2005,,,
french-8_black-1-1,french-8_black-1,n.w.a.ʁ,63,false,expert,Starostin2005,,,
czech-8_black-1-1,czech-8_black-1,ʧ.ɛ.r.n.iː,66,false,expert,Starostin2005,,,
icelandic-8_black-1-1,icelandic-8_black-1,s.v.a.r̥.t.ʏ.r,60,false,expert,Starostin2005,,,
italian-8_black-1-1,italian-8_black-1,n.e.r.o,63,false,expert,Starostin2005,,,
hindi-8_black-1-1,hindi-8_black-1,k.aː.l.aː,65,false,expert,Starostin2005,,,
portuguese-8_black-1-1,portuguese-8_black-1,p.r.e.t.u,67,false,expert,Starostin2005,,,
dutch-9_blood-1-1,dutch-9_blood-1,b.l.uː.t,71,false,expert,Starostin2005,,,
swedish-9_blood-1-1,swedish-9_blood-1,b.l.oː.d,71,false,expert,Starostin2005,,,
english-9_blood-1-1,english-9_blood-1,b.l.ʌ.d,71,false,expert,Starostin2005,,,
german-9_blood-1-1,german-9_blood-1,b.l.uː.t,71,false,expert,Starostin2005,,,
spanish-9_blood-1-1,spanish-9_blood-1,s.a.ŋ.ɡ.ɾ.e,69,false,expert,Starostin2005,,,
danish-9_blood-1-1,danish-9_blood-1,b.l.oˀ.ð,71,false,expert,Starostin2005,,,
bulgarian-9_blood-1-1,bulgarian-9_blood-1,k.r.ɤ.f,68,false,expert,Starostin2005,,,
greek-9_blood-1-1,greek-9_blood-1,e.m.a,70,false,expert,Starostin2005,,,
armenian-9_blood-1-1,armenian-9_blood-1,ɑ.ɾ.ɪu.n,69,false,expert,Starostin2005,,,
romanian-9_blood-1-1,romanian-9_blood-1,s.ɨ.n.ʤ.e,69,false,expert,Starostin2005,,,
russian-9_blood-1-1,russian-9_blood-1,k.r.o.fʲ,68,false,expert,Starostin2005,,,
polish-9_blood-1-1,polish-9_blood-1,k.r.ɛ.f,68,false,expert,Starostin2005,,,
norwegian-9_blood-1-1,norwegian-9_blood-1,b.l.uː,71,false,expert,Starostin2005,,,
french-9_blood-1-1,french-9_blood-1,s.ɑ̃,69,false,expert,Starostin2005,,,
czech-9_blood-1-1,czech-9_blood-1,k.r.ɛ.f,68,false,expert,Starostin2005,,,
icelandic-9_blood-1-1,icelandic-9_blood-1,p.l.ouː.θ,71,false,expert,Starostin2005,,,
italian-9_blood-1-1,italian-9_blood-1,s.a.ŋ.ɡ.w.e,69,false,expert,Starostin2005,,,
portuguese-9_blood-1-1,portuguese-9_blood-1,s.ɐ̃.g.ə,69,false,expert,Starostin2005,,,
dutch-10_bone-1-1,dutch-10_bone-1,b.eː.n,76,false,expert,Starostin2005,,,
swedish-10_bone-1-1,swedish-10_bone-1,b.eː.n,76,false,expert,Starostin2005,,,
english-10_bone-1-1,english-10_bone-1,b.əʊ.n,76,false,expert,Starostin2005,,,
german-10_bone-1-1,german-10_bone-1,k.n.ɔ.x.ə.n,77,false,expert,Starostin2005,,,
spanish-10_bone-1-1,spanish-10_bone-1,w.e.s.o,73,false,expert,Starostin2005,,,
danish-10_bone-1-1,danish-10_bone-1,b.eˀ.n,76,false,expert,Starostin2005,,,
bulgarian-10_bone-1-1,bulgarian-10_bone-1,k.ɔ.s.t,75,false,expert,Starostin2005,,,
greek-10_bone-1-1,greek-10_bone-1,k.o.k.a.l.o,-72,false,expert,Starostin2005,,,
armenian-10_bone-1-1,armenian-10_bone-1,v.o.s.k.o.ɾ,73,false,expert,Starostin2005,,,
romanian-10_bone-1-1,romanian-10_bone-1,o.s,73,false,expert,Starostin2005,,,
russian-10_bone-1-1,russian-10_bone-1,k.o.sʲ.tʲ,75,false,expert,Starostin2005,,,
polish-10_bone-1-1,polish-10_bone-1,k.ɔ.ɕ.ʨ,75,false,expert,Starostin2005,,,
norwegian-10_bone-1-1,norwegian-10_bone-1,b.eː.n,76,false,expert,Starostin2005,,,
french-10_bone-1-1,french-10_bone-1,ɔ.s,73,false,expert,Starostin2005,,,
czech-10_bone-1-1,czech-10_bone-1,k.o.s.t,75,false,expert,Starostin2005,,,
icelandic-10_bone-1-1,icelandic-10_bone-1,p.eiː.n,76,false,expert,Starostin2005,,,
italian-10_bone-1-1,italian-10_bone-1,ɔ.sː.o,73,false,expert,Starostin2005,,,
hindi-10_bone-1-1,hindi-10_bone-1,h.ə.ɖː.iː,74,false,expert,Starostin2005,,,
portuguese-10_bone-1-1,portuguese-10_bone-1,o.s.u,73,false,expert,Starostin2005,,,
dutch-11_breast-1-1,dutch-11_breast-1,b.ɔ.r.s.t,79,false,expert,Starostin2005,,,
swedish-11_breast-1-1,swedish-11_breast-1,b.r.ø.s.t,79,false,expert,Starostin2005,,,
english-11_breast-1-1,english-11_breast-1,b.r.ɛ.s.t,79,false,expert,Starostin2005,,,
german-11_breast-1-1,german-11_breast-1,b.r.ʊ.s.t,79,false,expert,Starostin2005,,,
spanish-11_breast-1-1,spanish-11_breast-1,s.e.n.o,78,false,expert,Starostin2005,,,
danish-11_breast-1-1,danish-11_breast-1,b.ʁ.œ.s.d,79,false,expert,Starostin2005,,,
bulgarian-11_breast-1-1,bulgarian-11_breast-1,ɡ.r.ɤ.t,83,false,expert,Starostin2005,,,
greek-11_breast-1-1,greek-11_breast-1,s.t.i.θ.o.s,78,false,expert,Starostin2005,,,
armenian-11_breast-1-1,armenian-11_breast-1,k.u.ɾ.ʦ.kʰ,83,false,expert,Starostin2005,,,
romanian-11_breast-1-1,romanian-11_breast-1,p.j.e.p.t,82,false,expert,Starostin2005,,,
russian-11_breast-1-1,russian-11_breast-1,ɡ.r.u.tʲ,83,false,expert,Starostin2005,,,
polish-11_breast-1-1,polish-11_breast-1,pʲ.ɛ.r.ɕ,80,false,expert,Starostin2005,,,
norwegian-11_breast-1-1,norwegian-11_breast-1,b.ɾ.y.s.t,-79,false,expert,Starostin2005,,,
french-11_breast-1-1,french-11_breast-1,p.w.a.t.ʁ.i.n,82,false,expert,Starostin2005,,,
czech-11_breast-1-1,czech-11_breast-1,p.r̩.s.a,80,false,expert,Starostin2005,,,
icelandic-11_breast-1-1,icelandic-11_breast-1,b̥.r.j.ou.s.d̥,79,false,expert,Starostin2005,,,
italian-11_breast-1-1,italian-11_breast-1,s.e.n.o,78,false,expert,Starostin2005,,,
hindi-11_breast-1-1,hindi-11_breast-1,ʧ.aː.t.iː,81,false,expert,Starostin2005,,,
portuguese-11_breast-1-1,portuguese-11_breast-1,p.ɐ.j.t.u,82,false,expert,Starostin2005,,,
spanish-11_breast-2-1,spanish-11_breast-2,p.e.ʧ.o,82,false,expert,Starostin2005,,,
romanian-11_breast-2-1,romanian-11_breast-2,s.ɨ.n,78,false,expert,Starostin2005,,,
french-11_breast-2-1,french-11_breast-2,s.ɛ̃,78,false,expert,Starostin2005,,,
italian-11_breast-2-1,italian-11_breast-2,p.ɛ.tː.o,82,false,expert,Starostin2005,,,
portuguese-11_breast-2-1,portuguese-11_breast-2,s.ɐ.j.u,78,false,expert,Starostin2005,,,
dutch-12_burntr-1-1,dutch-12_burntr-1,b.r.ɑ.n.d.ə,89,false,expert,Starostin2005,,,
swedish-12_burntr-1-1,swedish-12_burntr-1,b.r.ɛ.nː.a,89,false,expert,Starostin2005,,,
english-12_burntr-1-1,english-12_burntr-1,b.ɜː.r.n,89,false,expert,Starostin2005,,,
german-12_burntr-1-1,german-12_burntr-1,b.r.ɛ.n.ə.n,89,false,expert,Starostin2005,,,
spanish-12_burntr-1-1,spanish-12_burntr-1,k.e.m.a.ɾ,90,false,expert,Starostin2005,,,
danish-12_burntr-1-1,danish-12_burntr-1,b.ʁ.a.n.ə,89,false,expert,Starostin2005,,,
bulgarian-12_burntr-1-1,bulgarian-12_burntr-1,ɡ.ɔ.r.a,84,false,expert,Starostin2005,,,
greek-12_burntr-1-1,greek-12_burntr-1,c.eo,87,false,expert,Starostin2005,,,
armenian-12_burntr-1-1,armenian-12_burntr-1,ɑɪ.ɾ.v.ɛ.l,85,false,expert,Starostin2005,,,
romanian-12_burntr-1-1,romanian-12_burntr-1,a.r.d.e,88,false,expert,Starostin2005,,,
russian-12_burntr-1-1,russian-12_burntr-1,ʒ.e.tʲ,91,false,expert,Starostin2005,,,
polish-12_burntr-1-1,polish-12_burntr-1,p.a.l.i.ʨ,92,false,expert,Starostin2005,,,
norwegian-12_burntr-1-1,norwegian-12_burntr-1,b.ɾ.e.n.ə,89,false,expert,Starostin2005,,,
french-12_burntr-1-1,french-12_burntr-1,b.ʁ.y.l.e,93,false,expert,Starostin2005,,,
czech-12_burntr-1-1,czech-12_burntr-1,p.aː.l.i.t,92,false,expert,Starostin2005,,,
icelandic-12_burntr-1-1,icelandic-12_burntr-1,b̥.r.ɛ.t.n.a,89,false,expert,Starostin2005,,,
italian-12_burntr-1-1,italian-12_burntr-1,b.r.u.ʧː.a.r.e,93,false,expert,Starostin2005,,,
hindi-12_burntr-1-1,hindi-12_burntr-1,ʤ.ə.l.n.aː,86,false,expert,Starostin2005,,,
portuguese-12_burntr-1-1,portuguese-12_burntr-1,k.ɐ.j.m.a.r,90,false,expert,Starostin2005,,,
dutch-13_clawnail-1-1,dutch-13_clawnail-1,n.aː.ɣ.ə.l,94,false,expert,Starostin2005,,,
swedish-13_clawnail-1-1,swedish-13_clawnail-1,n.aː.g.e.l,94,false,expert,Starostin2005,,,
english-13_clawnail-1-1,english-13_clawnail-1,n.eɪ.l,94,false,expert,Starostin2005,,,
german-13_clawnail-1-1,german-13_clawnail-1,n.aː.ɡ.ə.l,94,false,expert,Starostin2005,,,
spanish-13_clawnail-1-1,spanish-13_clawnail-1,u.ɲ.a,94,false,expert,Starostin2005,,,
danish-13_clawnail-1-1,danish-13_clawnail-1,n.ɑ.jˀ.l,94,false,expert,Starostin2005,,,
bulgarian-13_clawnail-1-1,bulgarian-13_clawnail-1,n.ɔ.k.ə.t,94,false,expert,Starostin2005,,,
greek-13_clawnail-1-1,greek-13_clawnail-1,n.i.ç.i,94,false,expert,Starostin2005,,,
armenian-13_clawnail-1-1,armenian-13_clawnail-1,j.ɛ.ʁ.u.n.g,94,false,expert,Starostin2005,,,
romanian-13_clawnail-1-1,romanian-13_clawnail-1,u.n.g.j.e,94,false,expert,Starostin2005,,,
russian-13_clawnail-1-1,russian-13_clawnail-1,n.o.ɡ.ə.tʲ,94,false,expert,Starostin2005,,,
polish-13_clawnail-1-1,polish-13_clawnail-1,p.a.z.n.ɔ.kʲ.ɛ.ʨ,94,false,expert,Starostin2005,,,
norwegian-13_clawnail-1-1,norwegian-13_clawnail-1,n.æ.j.l,94,false,expert,Starostin2005,,,
french-13_clawnail-1-1,french-13_clawnail-1,ɔ̃.ɡ.l,94,false,expert,Starostin2005,,,
czech-13_clawnail-1-1,czech-13_clawnail-1,n.ɛ.ɦ.ɛ.t,94,false,expert,Starostin2005,,,
icelandic-13_clawnail-1-1,icelandic-13_clawnail-1,n.a.k.l,94,false,expert,Starostin2005,,,
